series_idx,window_start,window_end,anchor_index,curv_pred,curv_real,left_radius_pred,right_radius_pred,left_radius_real,right_radius_real,side_pred,side_real,iid_avg_window,sonar_distance_last
406,406,410,410,-0.0010526315309107304,-0.0008333333535119891,250.0,950.0,300.0,1200.0,right,right,-2.4284567832946777,0.7180474996566772
407,407,411,411,-0.0006451613153330982,-0.0005714285653084517,250.0,1550.0,300.0,1750.0,right,right,-4.089867115020752,0.7540467381477356
408,408,412,412,-0.00039999998989515007,-0.0005555555690079927,300.0,2500.0,300.0,1800.0,right,right,-4.253918647766113,0.7365313768386841
409,409,413,413,-0.00039999998989515007,-0.0005555555690079927,350.0,2500.0,450.0,1800.0,right,right,-4.308072090148926,0.7541252970695496
410,410,414,414,-0.00039999998989515007,-0.00039999998989515007,500.0,2500.0,750.0,2500.0,right,right,-4.525025844573975,1.7730152606964111
411,411,415,415,0.0,-0.0004878048785030842,2500.0,2500.0,800.0,2050.0,straight_open,right,-3.815335512161255,1.6805481910705566
412,412,416,416,-0.00039999998989515007,-0.0005405405536293983,1050.0,2500.0,800.0,1850.0,right,right,-3.040172815322876,1.4820724725723267
413,413,417,417,-0.00045454545761458576,-0.0006249999860301614,800.0,2200.0,750.0,1600.0,right,right,-2.527810573577881,1.2451692819595337
414,414,418,418,-0.0007142857066355646,-0.0006896551931276917,600.0,1400.0,600.0,1450.0,right,right,-2.766371965408325,1.0631287097930908
415,415,419,419,-0.001176470541395247,-0.00074074073927477,400.0,850.0,450.0,1350.0,right,right,-1.0312949419021606,0.49982205033302307
416,416,420,420,-0.002222222276031971,-0.001818181830458343,550.0,450.0,500.0,550.0,right,right,0.026916885748505592,0.5181871056556702
417,417,421,421,0.0016666667070239782,0.0016666667070239782,600.0,350.0,600.0,350.0,left,left,0.8123672604560852,0.6633785963058472
418,418,422,422,0.0015384615398943424,0.0016666667070239782,650.0,nan,600.0,250.0,left,left,2.2724609375,0.5911532640457153
419,419,423,423,0.001818181830458343,0.0016666667070239782,550.0,250.0,600.0,nan,left,left,3.785346269607544,0.5906557440757751
420,420,424,424,0.0014285714132711291,0.0014285714132711291,700.0,nan,700.0,nan,left,left,4.614437103271484,0.627460777759552
421,421,425,425,0.0014285714132711291,0.0012499999720603228,700.0,nan,800.0,250.0,left,left,4.995126247406006,0.5365365743637085
422,422,426,426,0.001176470541395247,0.0009090909152291715,850.0,250.0,1100.0,250.0,left,left,5.350296974182129,0.7001270055770874
423,423,427,427,0.0007142857066355646,0.0005882352706976235,1400.0,300.0,1700.0,300.0,left,left,6.332076072692871,0.7726175785064697
424,424,428,428,0.00039999998989515007,0.00039999998989515007,2500.0,300.0,2500.0,300.0,left,left,7.4574174880981445,0.7725370526313782
425,425,429,429,0.00039999998989515007,0.00039999998989515007,2500.0,350.0,2500.0,400.0,left,left,6.749782562255859,0.7903834581375122
426,426,430,430,0.00039999998989515007,0.00039999998989515007,2500.0,450.0,2500.0,600.0,left,left,7.043623447418213,1.6093599796295166
427,427,431,431,0.00039999998989515007,0.00039999998989515007,2500.0,450.0,2500.0,600.0,left,left,6.6138916015625,0.5001668930053711
428,428,432,432,0.00039999998989515007,0.00039999998989515007,2500.0,650.0,2500.0,850.0,left,left,5.617458820343018,1.9916287660598755
429,429,433,433,0.00039999998989515007,0.00039999998989515007,2500.0,600.0,2500.0,850.0,left,left,5.059370040893555,2.190687894821167
430,430,434,434,0.00039999998989515007,0.0006451613153330982,2500.0,500.0,1550.0,800.0,left,left,5.623650550842285,1.881734848022461
431,431,435,435,0.00039999998989515007,0.00074074073927477,2500.0,600.0,1350.0,800.0,left,left,5.922678470611572,1.5915018320083618
432,432,436,436,0.00039999998989515007,0.0009090909152291715,2500.0,850.0,1100.0,950.0,left,left,6.355842113494873,1.4995648860931396
433,433,437,437,0.0010526315309107304,0.0011111111380159855,950.0,750.0,900.0,800.0,left,left,6.5730743408203125,1.2636057138442993
434,434,438,438,0.0014285714132711291,0.0013333333190530539,700.0,650.0,750.0,700.0,left,left,5.358091831207275,1.1548807621002197
435,435,439,439,0.001818181830458343,0.0016666667070239782,550.0,600.0,600.0,600.0,left,left,4.817945957183838,0.4091767966747284
436,436,440,440,0.0015384615398943424,0.0013333333190530539,650.0,450.0,750.0,450.0,left,left,3.582981824874878,0.8447569012641907
437,437,441,441,0.0016666667070239782,0.001176470541395247,600.0,300.0,850.0,400.0,left,left,3.1645545959472656,0.7179725170135498
438,438,442,442,0.0013333333190530539,0.0009090909152291715,750.0,250.0,1100.0,350.0,left,left,3.452549695968628,0.6452394723892212
439,439,443,443,0.0010000000474974513,0.000606060610152781,1000.0,nan,1650.0,250.0,left,left,4.170783519744873,0.6814088225364685
440,440,444,444,0.0004878048785030842,0.0004444444493856281,2050.0,nan,2250.0,300.0,left,left,4.9276909828186035,0.6818013191223145
441,441,445,445,0.00039999998989515007,0.00039999998989515007,2500.0,nan,2500.0,350.0,left,left,5.301608085632324,0.7179725170135498
442,442,446,446,0.00039999998989515007,0.00039999998989515007,2500.0,350.0,2500.0,550.0,left,left,5.713043212890625,1.4630634784698486
443,443,447,447,0.00039999998989515007,0.0006249999860301614,2500.0,350.0,1600.0,550.0,left,left,5.420260906219482,1.3180787563323975
444,444,448,448,0.00039999998989515007,0.0007692307699471712,2500.0,400.0,1300.0,550.0,left,left,6.458550930023193,1.353394627571106
445,445,449,449,0.00039999998989515007,0.0008333333535119891,2500.0,350.0,1200.0,550.0,left,left,5.906666278839111,1.0088211297988892
446,446,450,450,0.0005000000237487257,0.0010000000474974513,2000.0,500.0,1000.0,650.0,left,left,6.578713893890381,0.9903892874717712
447,447,451,451,0.0009523809421807528,0.0010526315309107304,1050.0,350.0,950.0,500.0,left,left,7.589107513427734,0.9730231761932373
448,448,452,452,0.001176470541395247,0.0012499999720603228,850.0,300.0,800.0,400.0,left,left,8.067940711975098,0.8995803594589233
449,449,453,453,0.0013333333190530539,0.0012499999720603228,750.0,300.0,800.0,400.0,left,left,8.094391822814941,0.8638637661933899
450,450,454,454,0.0014285714132711291,0.0012499999720603228,700.0,350.0,800.0,400.0,left,left,7.5103631019592285,0.8453715443611145
451,451,455,455,0.0015384615398943424,0.0013333333190530539,650.0,300.0,750.0,350.0,left,left,6.313156604766846,0.8268491625785828
452,452,456,456,0.0014285714132711291,0.001176470541395247,700.0,300.0,850.0,350.0,left,left,5.053553581237793,0.7178599834442139
453,453,457,457,-0.00039999998989515007,-0.0005128204938955605,700.0,2500.0,900.0,1950.0,right,right,2.2679245471954346,0.8994869589805603
454,454,458,458,-0.00039999998989515007,-0.00039999998989515007,500.0,2500.0,600.0,2500.0,right,right,-1.1431517601013184,1.1902716159820557
455,455,459,459,0.0020000000949949026,0.001818181830458343,500.0,550.0,550.0,450.0,left,left,-1.2994195222854614,0.8088884353637695
456,456,460,460,0.0016666667070239782,0.0014285714132711291,600.0,300.0,700.0,300.0,left,left,-1.5532824993133545,0.6637262105941772
457,457,461,461,0.0012499999720603228,0.00074074073927477,800.0,nan,1350.0,250.0,left,left,-1.561169981956482,0.6269009709358215
458,458,462,462,0.0006896551931276917,0.00039999998989515007,1450.0,nan,2500.0,nan,left,left,1.5352131128311157,0.645747184753418
459,459,463,463,0.00039999998989515007,0.00039999998989515007,2500.0,nan,2500.0,300.0,left,left,2.9662933349609375,0.31800562143325806
460,460,464,464,0.0013333333190530539,0.0006451613153330982,750.0,nan,1550.0,nan,left,left,4.184335708618164,0.6450702548027039
461,461,465,465,0.0005714285653084517,0.00039999998989515007,1750.0,nan,2500.0,250.0,left,left,5.3700947761535645,0.7000172734260559
462,462,466,466,0.00039999998989515007,0.00039999998989515007,2500.0,300.0,2500.0,400.0,left,left,5.32962703704834,0.7179349660873413
463,463,467,467,0.00039999998989515007,0.00039999998989515007,2500.0,400.0,2500.0,1100.0,left,left,5.63441276550293,2.172065496444702
464,464,468,468,0.0,0.00039999998989515007,2500.0,2500.0,2500.0,1050.0,straight_open,left,6.517899990081787,0.6635870933532715
465,465,469,469,0.0,0.00039999998989515007,2500.0,2500.0,2500.0,1100.0,straight_open,left,6.485818386077881,2.0818238258361816
466,466,470,470,0.0,0.00039999998989515007,2500.0,2500.0,2500.0,1050.0,straight_open,left,6.956256866455078,1.86355459690094
467,467,471,471,0.0,0.0006896551931276917,2500.0,2500.0,1450.0,950.0,straight_open,left,8.207438468933105,1.736470103263855
468,468,472,472,0.00039999998989515007,0.0007999999797903001,2500.0,600.0,1250.0,900.0,left,left,6.719625949859619,0.5183792114257812
469,469,473,473,0.00039999998989515007,0.000606060610152781,2500.0,550.0,1650.0,850.0,left,left,6.792527198791504,1.5542511940002441
470,470,474,474,0.00039999998989515007,0.0007692307699471712,2500.0,550.0,1300.0,800.0,left,left,5.470890522003174,1.4460010528564453
471,471,475,475,0.0010000000474974513,0.0010000000474974513,1000.0,700.0,1000.0,700.0,left,left,3.8628201484680176,1.2639952898025513
472,472,476,476,0.0013333333190530539,0.0012499999720603228,750.0,550.0,800.0,600.0,left,left,2.376547336578369,1.0819703340530396
473,473,477,477,0.0015384615398943424,0.0015384615398943424,650.0,450.0,650.0,450.0,left,left,2.0650808811187744,0.8448447585105896
474,474,478,478,0.0015384615398943424,0.0014285714132711291,650.0,300.0,700.0,350.0,left,left,2.1967639923095703,0.718084990978241
475,475,479,479,0.0012499999720603228,0.0012499999720603228,800.0,250.0,800.0,300.0,left,left,3.4364562034606934,0.6634481549263
476,476,480,480,0.0014285714132711291,0.0010000000474974513,700.0,250.0,1000.0,300.0,left,left,4.3874711990356445,0.6820510029792786
477,477,481,481,0.001176470541395247,0.0010000000474974513,850.0,250.0,1000.0,300.0,left,left,5.882336616516113,0.7359551191329956
478,478,482,482,0.0011111111380159855,0.0007692307699471712,900.0,250.0,1300.0,350.0,left,left,6.938894748687744,0.7909185886383057
479,479,483,483,0.0008695652359165251,0.0005882352706976235,1150.0,250.0,1700.0,400.0,left,left,7.932794094085693,0.8271501660346985
480,480,484,484,0.00039999998989515007,0.00039999998989515007,2500.0,250.0,2500.0,400.0,left,left,8.208440780639648,0.8265912532806396
481,481,485,485,0.00039999998989515007,0.00039999998989515007,2500.0,300.0,2500.0,450.0,left,left,8.135512351989746,0.8814540505409241
482,482,486,486,0.00039999998989515007,0.00039999998989515007,2500.0,300.0,2500.0,500.0,left,left,8.002752304077148,0.9539976119995117
483,483,487,487,0.00039999998989515007,0.00039999998989515007,2500.0,400.0,2500.0,450.0,left,left,7.800032138824463,0.9003267288208008
484,484,488,488,0.00039999998989515007,0.0005128204938955605,2500.0,450.0,1950.0,600.0,left,left,6.820586204528809,1.536781668663025
485,485,489,489,0.00039999998989515007,0.0006451613153330982,2500.0,400.0,1550.0,600.0,left,left,6.35944128036499,1.3355718851089478
486,486,490,490,0.00039999998989515007,0.0007692307699471712,2500.0,350.0,1300.0,550.0,left,left,7.019704341888428,1.3178757429122925
487,487,491,491,0.00039999998989515007,0.0009523809421807528,2500.0,300.0,1050.0,550.0,left,left,6.5845136642456055,1.063677430152893
488,488,492,492,0.0009090909152291715,0.0010526315309107304,1100.0,400.0,950.0,600.0,left,left,6.996264457702637,1.0094467401504517
489,489,493,493,0.0012499999720603228,0.001176470541395247,800.0,350.0,850.0,450.0,left,left,6.569056510925293,0.8630121946334839
490,490,494,494,0.0012499999720603228,0.0011111111380159855,800.0,300.0,900.0,350.0,left,left,5.9354248046875,0.44539833068847656
491,491,495,495,0.0013333333190530539,0.0010526315309107304,750.0,250.0,950.0,350.0,left,left,5.400148868560791,0.9361183047294617
492,492,496,496,0.0013333333190530539,0.0012499999720603228,750.0,nan,800.0,350.0,left,left,4.972311019897461,0.7904657125473022
493,493,497,497,0.0013333333190530539,0.001176470541395247,750.0,nan,850.0,300.0,left,left,3.1633944511413574,0.40915483236312866
494,494,498,498,0.002222222276031971,0.002222222276031971,450.0,nan,450.0,300.0,left,left,3.2772319316864014,0.6635176539421082
495,495,499,499,0.002222222276031971,0.001818181830458343,450.0,250.0,550.0,250.0,left,left,2.970519542694092,0.6451718211174011
