series_idx,window_start,window_end,anchor_index,curv_pred,curv_real,left_radius_pred,right_radius_pred,left_radius_real,right_radius_real,side_pred,side_real,iid_avg_window,sonar_distance_last
201,201,205,205,-0.00039999998989515007,-0.0005405405536293983,550.0,2500.0,700.0,1850.0,right,right,3.029120445251465,0.8996736407279968
202,202,206,206,-0.00039999998989515007,-0.00041666667675599456,450.0,2500.0,500.0,2400.0,right,right,0.8792749643325806,0.936215341091156
203,203,207,207,-0.00039999998989515007,-0.0005555555690079927,450.0,2500.0,450.0,1800.0,right,right,-2.668635845184326,0.9546397924423218
204,204,208,208,-0.00039999998989515007,-0.000606060610152781,450.0,2500.0,500.0,1650.0,right,right,-4.793307304382324,1.3183494806289673
205,205,209,209,-0.00039999998989515007,-0.0006896551931276917,450.0,2500.0,500.0,1450.0,right,right,-5.639565944671631,0.4273588955402374
206,206,210,210,-0.00045454545761458576,-0.0010000000474974513,350.0,2200.0,350.0,1000.0,right,right,-5.588008880615234,0.8268921971321106
207,207,211,211,-0.00039999998989515007,-0.0009523809421807528,350.0,2500.0,400.0,1050.0,right,right,-5.523839473724365,0.8631914258003235
208,208,212,212,-0.00039999998989515007,-0.0008333333535119891,450.0,2500.0,450.0,1200.0,right,right,-4.815003395080566,0.9543434381484985
209,209,213,213,-0.0010526315309107304,-0.00074074073927477,550.0,950.0,550.0,1350.0,right,right,-3.8047091960906982,1.189842700958252
210,210,214,214,-0.0012499999720603228,-0.0009090909152291715,500.0,800.0,550.0,1100.0,right,right,-4.465551853179932,1.0454963445663452
211,211,215,215,-0.0016666667070239782,-0.0011111111380159855,400.0,600.0,450.0,900.0,right,right,-2.8172590732574463,3.5923187732696533
212,212,216,216,-0.002222222276031971,-0.0015384615398943424,300.0,450.0,300.0,650.0,right,right,-2.398764133453369,0.6272632479667664
213,213,217,217,-0.0015384615398943424,-0.0007999999797903001,250.0,650.0,nan,1250.0,right,right,-1.9925527572631836,0.5909045338630676
214,214,218,218,-0.0010000000474974513,-0.00039999998989515007,nan,1000.0,nan,2500.0,right,right,-3.1068673133850098,0.6087316870689392
215,215,219,219,-0.00039999998989515007,-0.00039999998989515007,250.0,2500.0,300.0,2500.0,right,right,-3.5217432975769043,0.9544916749000549
216,216,220,220,-0.00039999998989515007,-0.00039999998989515007,250.0,2500.0,600.0,2500.0,right,right,-4.082192897796631,1.118509292602539
217,217,221,221,-0.00039999998989515007,-0.00039999998989515007,nan,2500.0,750.0,2500.0,right,right,-5.4478349685668945,2.045774221420288
218,218,222,222,0.0,-0.0005405405536293983,2500.0,2500.0,950.0,1850.0,straight_open,right,-6.388561248779297,1.827287197113037
219,219,223,223,0.0,-0.0006249999860301614,2500.0,2500.0,900.0,1600.0,straight_open,right,-6.116508483886719,1.7361150979995728
220,220,224,224,0.0,-0.0006666666595265269,2500.0,2500.0,850.0,1500.0,straight_open,right,-6.688233852386475,1.5548081398010254
221,221,225,225,-0.00074074073927477,-0.0007692307699471712,1000.0,1350.0,750.0,1300.0,right,right,-6.6166791915893555,1.4081083536148071
222,222,226,226,-0.0010526315309107304,-0.0008695652359165251,800.0,950.0,650.0,1150.0,right,right,-5.347632884979248,1.2445290088653564
223,223,227,227,-0.0013333333190530539,-0.0010526315309107304,550.0,750.0,550.0,950.0,right,right,-4.212746620178223,1.0456042289733887
224,224,228,228,-0.0016666667070239782,-0.0013333333190530539,400.0,600.0,450.0,750.0,right,right,-2.955944299697876,0.8456349968910217
225,225,229,229,-0.0012499999720603228,-0.0010000000474974513,350.0,800.0,350.0,1000.0,right,right,-2.8940653800964355,0.7541252970695496
226,226,230,230,-0.0010526315309107304,-0.0006666666595265269,250.0,950.0,250.0,1500.0,right,right,-3.0615248680114746,0.6814801692962646
227,227,231,231,-0.0005000000237487257,-0.0004878048785030842,250.0,2000.0,300.0,2050.0,right,right,-4.0225982666015625,0.6637262105941772
228,228,232,232,-0.00039999998989515007,-0.00039999998989515007,300.0,2500.0,350.0,2500.0,right,right,-4.620487689971924,0.8821858167648315
229,229,233,233,-0.00039999998989515007,-0.00039999998989515007,400.0,2500.0,500.0,2500.0,right,right,-4.891331672668457,0.7910009026527405
230,230,234,234,-0.00039999998989515007,-0.00039999998989515007,400.0,2500.0,850.0,2500.0,right,right,-3.36335825920105,0.3907632827758789
231,231,235,235,-0.00039999998989515007,-0.0006666666595265269,450.0,2500.0,500.0,1500.0,right,right,-4.150932788848877,1.0636227130889893
232,232,236,236,-0.00039999998989515007,-0.0007142857066355646,450.0,2500.0,550.0,1400.0,right,right,-3.4604103565216064,1.0267846584320068
233,233,237,237,-0.000606060610152781,-0.0007692307699471712,550.0,1650.0,600.0,1300.0,right,right,-4.190300941467285,1.1003234386444092
234,234,238,238,-0.0009523809421807528,-0.0008695652359165251,450.0,1050.0,500.0,1150.0,right,right,-4.619584083557129,1.1000398397445679
235,235,239,239,-0.0010000000474974513,-0.0010000000474974513,400.0,1000.0,450.0,1000.0,right,right,-5.92318058013916,0.8820028305053711
236,236,240,240,-0.0010000000474974513,-0.0010000000474974513,350.0,1000.0,400.0,1000.0,right,right,-5.108449935913086,0.8269351720809937
237,237,241,241,-0.0009523809421807528,-0.0007142857066355646,350.0,1050.0,350.0,1400.0,right,right,-5.492770195007324,0.8269781470298767
238,238,242,242,-0.0004444444493856281,-0.00045454545761458576,400.0,2250.0,350.0,2200.0,right,right,-5.047421455383301,0.7905892729759216
239,239,243,243,-0.00039999998989515007,-0.00039999998989515007,450.0,2500.0,450.0,2500.0,right,right,-5.080493927001953,0.9540964961051941
240,240,244,244,-0.00039999998989515007,-0.00039999998989515007,450.0,2500.0,550.0,2500.0,right,right,-5.724010467529297,1.1175293922424316
241,241,245,245,-0.00039999998989515007,-0.0005882352706976235,350.0,2500.0,550.0,1700.0,right,right,-5.99031925201416,1.1003234386444092
242,242,246,246,-0.00039999998989515007,-0.0006451613153330982,400.0,2500.0,550.0,1550.0,right,right,-5.771184921264648,1.1003234386444092
243,243,247,247,-0.00039999998989515007,-0.0007142857066355646,350.0,2500.0,550.0,1400.0,right,right,-5.142110824584961,1.1181634664535522
244,244,248,248,-0.00039999998989515007,-0.0008333333535119891,800.0,2500.0,500.0,1200.0,right,right,-5.656470775604248,1.027368187904358
245,245,249,249,-0.0009523809421807528,-0.0010000000474974513,600.0,1050.0,500.0,1000.0,right,right,-5.830207824707031,1.1902716159820557
246,246,250,250,-0.001176470541395247,-0.001176470541395247,500.0,850.0,500.0,850.0,right,right,-6.000805854797363,1.0094467401504517
247,247,251,251,-0.0014285714132711291,-0.0015384615398943424,450.0,700.0,400.0,650.0,right,right,-5.297265529632568,0.9000468254089355
248,248,252,252,-0.0016666667070239782,-0.0014285714132711291,350.0,600.0,400.0,700.0,right,right,-4.734492301940918,0.7730200290679932
249,249,253,253,-0.001176470541395247,-0.0010526315309107304,250.0,850.0,300.0,950.0,right,right,-4.399484634399414,0.6818369626998901
250,250,254,254,-0.0005882352706976235,-0.00039999998989515007,250.0,1700.0,250.0,2500.0,right,right,-4.293126106262207,0.699651300907135
251,251,255,255,-0.00039999998989515007,-0.00039999998989515007,300.0,2500.0,250.0,2500.0,right,right,-4.667597770690918,0.718422532081604
252,252,256,256,-0.00039999998989515007,-0.00039999998989515007,400.0,2500.0,450.0,2500.0,right,right,-5.7847089767456055,2.2085297107696533
253,253,257,257,-0.00039999998989515007,-0.00039999998989515007,400.0,2500.0,550.0,2500.0,right,right,-6.698955535888672,1.190700650215149
254,254,258,258,0.0,-0.00039999998989515007,2500.0,2500.0,800.0,2500.0,straight_open,right,-6.356631278991699,2.1544389724731445
255,255,259,259,0.0,-0.0005555555690079927,2500.0,2500.0,950.0,1800.0,straight_open,right,-6.317103385925293,1.9357815980911255
256,256,260,260,0.0,-0.0006249999860301614,2500.0,2500.0,950.0,1600.0,straight_open,right,-4.876378059387207,1.8085516691207886
257,257,261,261,0.0,-0.0006896551931276917,2500.0,2500.0,900.0,1450.0,straight_open,right,-4.370282173156738,1.5717846155166626
258,258,262,262,-0.00039999998989515007,-0.00074074073927477,950.0,2500.0,800.0,1350.0,right,right,-3.913072109222412,1.4447414875030518
259,259,263,263,-0.0011111111380159855,-0.0008695652359165251,750.0,900.0,650.0,1150.0,right,right,-3.687272548675537,1.2445290088653564
260,260,264,264,-0.0012499999720603228,-0.0010526315309107304,550.0,800.0,550.0,950.0,right,right,-3.1188859939575195,1.0446869134902954
261,261,265,265,-0.0015384615398943424,-0.0013333333190530539,450.0,650.0,500.0,750.0,right,right,-3.466740846633911,0.8456349968910217
262,262,266,266,-0.0014285714132711291,-0.0011111111380159855,300.0,700.0,350.0,900.0,right,right,-3.5746147632598877,0.7362625598907471
263,263,267,267,-0.0008333333535119891,-0.0006896551931276917,250.0,1200.0,250.0,1450.0,right,right,-3.9204182624816895,0.7001635432243347
264,264,268,268,-0.00039999998989515007,-0.0004878048785030842,250.0,2500.0,300.0,2050.0,right,right,-5.1598920822143555,0.6815872192382812
265,265,269,269,-0.00039999998989515007,-0.00039999998989515007,350.0,2500.0,350.0,2500.0,right,right,-5.313054084777832,0.8092671036720276
266,266,270,270,-0.00039999998989515007,-0.00039999998989515007,450.0,2500.0,600.0,2500.0,right,right,-5.429019451141357,1.1362851858139038
267,267,271,271,-0.00039999998989515007,-0.00039999998989515007,450.0,2500.0,650.0,2500.0,right,right,-5.903019905090332,1.7174098491668701
268,268,272,272,-0.00039999998989515007,-0.0005555555690079927,550.0,2500.0,750.0,1800.0,right,right,-5.871635437011719,1.3543678522109985
269,269,273,273,-0.00039999998989515007,-0.000606060610152781,950.0,2500.0,650.0,1650.0,right,right,-5.870682239532471,1.3172664642333984
270,270,274,274,-0.0004444444493856281,-0.0007142857066355646,750.0,2250.0,650.0,1400.0,right,right,-5.232410907745361,1.2088160514831543
271,271,275,275,-0.0008695652359165251,-0.0007999999797903001,600.0,1150.0,550.0,1250.0,right,right,-5.603593349456787,1.0629639625549316
272,272,276,276,-0.0009523809421807528,-0.0009523809421807528,450.0,1050.0,450.0,1050.0,right,right,-5.541398525238037,0.8819113969802856
273,273,277,277,-0.0010000000474974513,-0.0007142857066355646,350.0,1000.0,400.0,1400.0,right,right,-5.817601680755615,0.8271501660346985
274,274,278,278,-0.0006451613153330982,-0.0005555555690079927,350.0,1550.0,400.0,1800.0,right,right,-5.724172115325928,0.863818883895874
275,275,279,279,-0.00039999998989515007,-0.0004444444493856281,350.0,2500.0,400.0,2250.0,right,right,-6.890074253082275,0.972469687461853
276,276,280,280,-0.00039999998989515007,-0.0005555555690079927,350.0,2500.0,450.0,1800.0,right,right,-7.634376525878906,0.8635052442550659
277,277,281,281,-0.00039999998989515007,-0.0005882352706976235,350.0,2500.0,500.0,1700.0,right,right,-6.9160284996032715,1.0264132022857666
278,278,282,282,-0.00039999998989515007,-0.0006666666595265269,400.0,2500.0,550.0,1500.0,right,right,-6.415750026702881,1.2627613544464111
279,279,283,283,-0.00039999998989515007,-0.0007692307699471712,950.0,2500.0,550.0,1300.0,right,right,-5.7384772300720215,1.06329345703125
280,280,284,284,0.00043478261795826256,0.0006249999860301614,2300.0,550.0,1600.0,650.0,left,left,-2.230487108230591,0.9903892874717712
281,281,285,285,0.00039999998989515007,0.0006451613153330982,2500.0,400.0,1550.0,450.0,left,left,1.133849859237671,0.8999068140983582
282,282,286,286,-0.00039999998989515007,-0.0006451613153330982,1350.0,2500.0,1000.0,1550.0,right,right,0.7834766507148743,1.5550469160079956
283,283,287,287,-0.00039999998989515007,-0.00074074073927477,1000.0,2500.0,800.0,1350.0,right,right,0.1473349630832672,1.4447414875030518
284,284,288,288,-0.000606060610152781,-0.0008695652359165251,850.0,1650.0,650.0,1150.0,right,right,0.28859663009643555,1.2639952898025513
285,285,289,289,-0.0010526315309107304,-0.0010000000474974513,700.0,950.0,600.0,1000.0,right,right,-2.8746261596679688,1.0996429920196533
286,286,290,290,-0.0014285714132711291,-0.0013333333190530539,500.0,700.0,450.0,750.0,right,right,-4.766005039215088,0.9720169901847839
287,287,291,291,-0.0013333333190530539,-0.0011111111380159855,400.0,750.0,350.0,900.0,right,right,-4.20200777053833,0.7725370526313782
288,288,292,292,-0.0010000000474974513,-0.0007692307699471712,350.0,1000.0,300.0,1300.0,right,right,-4.12262487411499,0.6995415687561035
289,289,293,293,-0.00039999998989515007,-0.00039999998989515007,300.0,2500.0,250.0,2500.0,right,right,-4.720721244812012,0.6997977495193481
290,290,294,294,-0.00039999998989515007,-0.00039999998989515007,350.0,2500.0,300.0,2500.0,right,right,-4.866786003112793,0.7721346020698547
291,291,295,295,-0.00039999998989515007,-0.00039999998989515007,450.0,2500.0,600.0,2500.0,right,right,-5.340262413024902,1.2641252279281616
292,292,296,296,0.0,-0.00039999998989515007,2500.0,2500.0,850.0,2500.0,straight_open,right,-5.7741923332214355,2.244997262954712
293,293,297,297,0.0,-0.0005263157654553652,2500.0,2500.0,1000.0,1900.0,straight_open,right,-5.8414998054504395,2.027590274810791
294,294,298,298,0.0,-0.0005882352706976235,2500.0,2500.0,1000.0,1700.0,straight_open,right,-6.064003944396973,1.8447147607803345
295,295,299,299,0.0,-0.0006451613153330982,2500.0,2500.0,950.0,1550.0,straight_open,right,-5.568037986755371,1.6994107961654663
296,296,300,300,0.00039999998989515007,0.0006249999860301614,2500.0,650.0,1600.0,700.0,left,left,-3.3095829486846924,0.990952730178833
297,297,301,301,0.00039999998989515007,0.00074074073927477,2500.0,450.0,1350.0,450.0,left,left,-0.8316144943237305,0.8817742466926575
298,298,302,302,0.00039999998989515007,0.0007999999797903001,2500.0,450.0,1250.0,400.0,left,left,2.078784942626953,0.991106390953064
299,299,303,303,0.0010000000474974513,0.0009090909152291715,1000.0,400.0,1100.0,400.0,left,left,4.351391792297363,0.9543928503990173
300,300,304,304,0.0012499999720603228,0.0010000000474974513,800.0,400.0,1000.0,450.0,left,left,5.331634998321533,1.1366950273513794
301,301,305,305,0.0016666667070239782,0.0014285714132711291,600.0,400.0,700.0,450.0,left,left,5.489945411682129,0.9002801179885864
302,302,306,306,0.0020000000949949026,0.0015384615398943424,500.0,350.0,650.0,350.0,left,left,4.258080005645752,0.80876225233078
303,303,307,307,0.001818181830458343,0.0012499999720603228,550.0,300.0,800.0,300.0,left,left,3.1235082149505615,0.6998708844184875
304,304,308,308,0.0015384615398943424,0.0010526315309107304,650.0,nan,950.0,250.0,left,left,3.3639283180236816,0.6453410387039185
305,305,309,309,0.0008333333535119891,0.0006666666595265269,1200.0,nan,1500.0,nan,left,left,4.3993754386901855,0.6995415687561035
306,306,310,310,0.00039999998989515007,0.0004761904710903764,2500.0,nan,2100.0,250.0,left,left,4.360699653625488,0.6814444661140442
307,307,311,311,0.00039999998989515007,0.00039999998989515007,2500.0,nan,2500.0,300.0,left,left,5.92714786529541,0.9727213382720947
308,308,312,312,0.00039999998989515007,0.00039999998989515007,2500.0,300.0,2500.0,450.0,left,left,6.3784918785095215,1.2630860805511475
309,309,313,313,0.00039999998989515007,0.0005714285653084517,2500.0,300.0,1750.0,450.0,left,left,7.137198448181152,1.1540483236312866
310,310,314,314,0.00039999998989515007,0.0006666666595265269,2500.0,350.0,1500.0,400.0,left,left,6.791060447692871,0.4273131787776947
311,311,315,315,0.00039999998989515007,0.0005128204938955605,2500.0,450.0,1950.0,550.0,left,left,5.826297760009766,0.9908503890037537
312,312,316,316,0.00039999998989515007,0.0005405405536293983,2500.0,500.0,1850.0,600.0,left,left,5.497626304626465,1.5910133123397827
313,313,317,317,0.00039999998989515007,0.0006666666595265269,2500.0,400.0,1500.0,600.0,left,left,5.926175117492676,1.2454253435134888
314,314,318,318,0.0010526315309107304,0.0009090909152291715,950.0,400.0,1100.0,600.0,left,left,5.138420104980469,1.2094380855560303
315,315,319,319,0.0013333333190530539,0.001176470541395247,750.0,300.0,850.0,550.0,left,left,4.7999162673950195,1.0633481740951538
316,316,320,320,0.0016666667070239782,0.0014285714132711291,600.0,250.0,700.0,450.0,left,left,4.048892498016357,0.8816827535629272
317,317,321,321,0.0024999999441206455,0.0020000000949949026,400.0,450.0,500.0,450.0,left,left,2.4279024600982666,0.7365313768386841
318,318,322,322,-0.0024999999441206455,-0.002222222276031971,250.0,400.0,300.0,450.0,right,right,1.1965808868408203,0.6269338726997375
319,319,323,323,0.004000000189989805,0.0028571428265422583,250.0,250.0,350.0,300.0,left,left,0.6184130907058716,0.5365082025527954
320,320,324,324,0.004000000189989805,0.002222222276031971,250.0,nan,450.0,250.0,left,left,0.4876466691493988,0.4271073639392853
321,321,325,325,0.0,0.0024999999441206455,nan,nan,400.0,nan,straight,left,1.0604026317596436,0.3728125989437103
322,322,326,326,0.0,0.0009090909152291715,nan,nan,1100.0,nan,straight,left,1.9370540380477905,0.37271198630332947
323,323,327,327,0.0,0.00039999998989515007,nan,nan,2500.0,nan,straight,left,3.7023727893829346,0.4092426598072052
324,324,328,328,0.0,0.00039999998989515007,nan,nan,2500.0,nan,straight,left,5.040017604827881,1.4267890453338623
325,325,329,329,0.00039999998989515007,0.00039999998989515007,2500.0,nan,2500.0,250.0,left,left,6.146795749664307,0.8093513250350952
326,326,330,330,0.00039999998989515007,0.00039999998989515007,2500.0,nan,2500.0,550.0,left,left,6.193364143371582,1.4639636278152466
327,327,331,331,0.00039999998989515007,0.0005714285653084517,2500.0,450.0,1750.0,600.0,left,left,6.306788444519043,0.8271930813789368
328,328,332,332,0.00039999998989515007,0.00039999998989515007,2500.0,550.0,2500.0,900.0,left,left,5.728052616119385,2.026556968688965
329,329,333,333,0.00039999998989515007,0.0006249999860301614,2500.0,600.0,1600.0,850.0,left,left,4.772965908050537,1.86355459690094
330,330,334,334,0.00039999998989515007,0.0007999999797903001,2500.0,650.0,1250.0,800.0,left,left,3.9859821796417236,0.6269009709358215
331,331,335,335,0.00039999998989515007,0.0005405405536293983,2500.0,650.0,1850.0,950.0,left,left,3.514803647994995,1.6457278728485107
332,332,336,336,0.0008333333535119891,0.0007692307699471712,1200.0,600.0,1300.0,850.0,left,left,1.571838617324829,0.4817003309726715
333,333,337,337,0.0014285714132711291,0.001176470541395247,700.0,500.0,850.0,900.0,left,left,0.11174224317073822,1.3171311616897583
334,334,338,338,-0.001176470541395247,0.0014285714132711291,600.0,850.0,700.0,800.0,right,left,-1.003517508506775,1.1177024841308594
335,335,339,339,-0.0014285714132711291,-0.0015384615398943424,400.0,700.0,500.0,650.0,right,right,-2.2575597763061523,0.9000468254089355
336,336,340,340,-0.0016666667070239782,-0.0016666667070239782,300.0,600.0,350.0,600.0,right,right,-2.8513762950897217,0.7722955346107483
337,337,341,341,-0.002222222276031971,-0.0014285714132711291,300.0,450.0,300.0,700.0,right,right,-1.3185930252075195,0.6270655989646912
338,338,342,342,-0.0033333334140479565,-0.0024999999441206455,250.0,300.0,250.0,400.0,right,right,-1.0664432048797607,0.6457810997962952
339,339,343,343,0.004000000189989805,-0.004000000189989805,250.0,nan,250.0,250.0,left,right,-0.7000976800918579,0.5180773138999939
340,340,344,344,0.0,0.0,nan,nan,nan,nan,straight,straight,-0.23809996247291565,0.46342670917510986
341,341,345,345,0.0,-0.004000000189989805,nan,nan,nan,250.0,straight,right,0.01907377317547798,0.3548033833503723
342,342,346,346,0.0,-0.0028571428265422583,nan,nan,nan,350.0,straight,right,-1.1173349618911743,0.29990309476852417
343,343,347,347,0.0,-0.0010000000474974513,nan,nan,nan,1000.0,straight,right,-1.9796078205108643,0.3361557126045227
344,344,348,348,0.0,-0.0004878048785030842,nan,nan,nan,2050.0,straight,right,-2.8269283771514893,0.48164910078048706
345,345,349,349,-0.00039999998989515007,-0.00039999998989515007,nan,2500.0,300.0,2500.0,right,right,-4.021210670471191,0.7721346020698547
346,346,350,350,-0.00039999998989515007,-0.00039999998989515007,300.0,2500.0,650.0,2500.0,right,right,-3.1353673934936523,0.5729666352272034
347,347,351,351,-0.00039999998989515007,-0.00039999998989515007,250.0,2500.0,400.0,2500.0,right,right,-2.7156684398651123,0.6814801692962646
348,348,352,352,-0.00039999998989515007,-0.00039999998989515007,350.0,2500.0,650.0,2500.0,right,right,-2.5193424224853516,1.154761791229248
349,349,353,353,-0.00039999998989515007,-0.00039999998989515007,550.0,2500.0,650.0,2500.0,right,right,-2.8757872581481934,2.0081770420074463
350,350,354,354,-0.00039999998989515007,-0.00039999998989515007,550.0,2500.0,700.0,2500.0,right,right,-2.8449325561523438,1.280995488166809
351,351,355,355,0.0,-0.00039999998989515007,2500.0,2500.0,700.0,2500.0,straight_open,right,-4.2914862632751465,1.318484902381897
352,352,356,356,0.0,-0.00039999998989515007,2500.0,2500.0,750.0,2500.0,straight_open,right,-5.574357032775879,1.9367694854736328
353,353,357,357,0.0,-0.00039999998989515007,2500.0,2500.0,750.0,2500.0,straight_open,right,-4.289227485656738,0.44565990567207336
354,354,358,358,-0.00039999998989515007,-0.0007999999797903001,950.0,2500.0,800.0,1250.0,right,right,-4.838301181793213,1.1900266408920288
355,355,359,359,-0.00039999998989515007,-0.0008695652359165251,700.0,2500.0,650.0,1150.0,right,right,-5.188175201416016,1.0269438028335571
356,356,360,360,-0.0010000000474974513,-0.0009523809421807528,500.0,1000.0,500.0,1050.0,right,right,-6.0235276222229,0.9539976119995117
357,357,361,361,-0.0007999999797903001,-0.0008695652359165251,450.0,1250.0,450.0,1150.0,right,right,-5.96392297744751,0.900000274181366
358,358,362,362,0.00039999998989515007,0.00039999998989515007,2500.0,800.0,2500.0,1150.0,left,left,-5.712912559509277,0.9545410871505737
359,359,363,363,0.00039999998989515007,0.0005714285653084517,2500.0,550.0,1750.0,700.0,left,left,-3.519653797149658,0.9913626313209534
360,360,364,364,0.00039999998989515007,0.0006451613153330982,2500.0,500.0,1550.0,650.0,left,left,-0.8797272443771362,1.335297703742981
361,361,365,365,0.00039999998989515007,0.0008333333535119891,2500.0,450.0,1200.0,600.0,left,left,2.644026279449463,1.2988977432250977
362,362,366,366,0.00046511628897860646,0.0010526315309107304,2150.0,400.0,950.0,550.0,left,left,4.844457149505615,1.154464602470398
363,363,367,367,0.0010000000474974513,0.0012499999720603228,1000.0,300.0,800.0,500.0,left,left,4.342860698699951,0.7178974747657776
364,364,368,368,0.0010526315309107304,0.001176470541395247,950.0,300.0,850.0,450.0,left,left,5.271430015563965,0.9543928503990173
365,365,369,369,0.0013333333190530539,0.0012499999720603228,750.0,350.0,800.0,400.0,left,left,5.614960670471191,0.9177047610282898
366,366,370,370,0.0013333333190530539,0.0013333333190530539,750.0,350.0,750.0,450.0,left,left,4.6113457679748535,0.8454594612121582
367,367,371,371,0.001818181830458343,0.0015384615398943424,550.0,300.0,650.0,350.0,left,left,4.675119400024414,0.8089726567268372
368,368,372,372,0.0020000000949949026,0.0014285714132711291,500.0,300.0,700.0,300.0,left,left,4.50341796875,0.7182349562644958
369,369,373,373,0.0015384615398943424,0.0010526315309107304,650.0,250.0,950.0,250.0,left,left,4.11433744430542,0.6457133293151855
370,370,374,374,0.0011111111380159855,0.0005263157654553652,900.0,nan,1900.0,nan,left,left,3.2272491455078125,0.6272961497306824
371,371,375,375,0.00039999998989515007,0.00039999998989515007,2500.0,nan,2500.0,250.0,left,left,1.6411069631576538,0.4090670645236969
372,372,376,376,-0.0010000000474974513,-0.0009523809421807528,500.0,1000.0,450.0,1050.0,right,right,0.0017272948753088713,0.7549120783805847
373,373,377,377,-0.0009090909152291715,-0.0008333333535119891,350.0,1100.0,350.0,1200.0,right,right,-1.863140344619751,0.7910420894622803
374,374,378,378,-0.0007142857066355646,-0.0006666666595265269,350.0,1400.0,450.0,1500.0,right,right,-1.794393539428711,0.39082643389701843
375,375,379,379,-0.0014285714132711291,-0.001176470541395247,300.0,700.0,350.0,850.0,right,right,-1.9001319408416748,0.5728458762168884
376,376,380,380,-0.0024999999441206455,-0.002222222276031971,250.0,400.0,250.0,450.0,right,right,-1.692013144493103,0.5728760361671448
377,377,381,381,-0.002222222276031971,-0.0015384615398943424,nan,450.0,250.0,650.0,right,right,0.008394718170166016,0.35466891527175903
378,378,382,382,-0.004000000189989805,-0.0028571428265422583,nan,250.0,250.0,350.0,right,right,1.4850685596466064,0.4636242985725403
379,379,383,383,0.0,-0.0028571428265422583,nan,nan,nan,350.0,straight,right,0.3746856153011322,0.3544384241104126
380,380,384,384,0.0,-0.0012499999720603228,nan,nan,nan,800.0,straight,right,-0.6294490694999695,0.35472655296325684
381,381,385,385,-0.0016666667070239782,-0.00039999998989515007,nan,600.0,nan,2500.0,right,right,-1.1776994466781616,0.48198202252388
382,382,386,386,-0.00039999998989515007,-0.00039999998989515007,nan,2500.0,300.0,2500.0,right,right,-2.9398891925811768,0.5723628997802734
383,383,387,387,-0.00039999998989515007,-0.00039999998989515007,300.0,2500.0,700.0,2500.0,right,right,-3.3769659996032715,0.7542433738708496
384,384,388,388,0.0,-0.00039999998989515007,2500.0,2500.0,1450.0,2500.0,straight_open,right,-3.5471274852752686,3.0985543727874756
385,385,389,389,0.0,-0.00039999998989515007,2500.0,2500.0,1550.0,2500.0,straight_open,right,-3.4401957988739014,2.879307985305786
386,386,390,390,0.0,-0.00039999998989515007,2500.0,2500.0,1550.0,2500.0,straight_open,right,-2.0344791412353516,1.9354853630065918
387,387,391,391,0.0,-0.00039999998989515007,2500.0,2500.0,1450.0,2500.0,straight_open,right,-0.5373901724815369,2.2261393070220947
388,388,392,392,-0.0015384615398943424,0.0015384615398943424,650.0,650.0,650.0,650.0,right,left,-0.07069748640060425,1.0084561109542847
389,389,393,393,0.002222222276031971,0.002222222276031971,450.0,450.0,450.0,500.0,left,left,0.06567443907260895,0.8086780309677124
390,390,394,394,0.0033333334140479565,-0.0020000000949949026,300.0,400.0,350.0,500.0,left,right,0.6462302803993225,0.6820866465568542
391,391,395,395,-0.0024999999441206455,-0.0016666667070239782,nan,400.0,250.0,600.0,right,right,-0.11530554294586182,0.5909667015075684
392,392,396,396,-0.001818181830458343,-0.0010000000474974513,nan,550.0,nan,1000.0,right,right,-1.7053838968276978,0.518132209777832
393,393,397,397,-0.0006451613153330982,-0.00039999998989515007,nan,1550.0,nan,2500.0,right,right,-2.885033369064331,0.572936475276947
394,394,398,398,-0.00039999998989515007,-0.00039999998989515007,nan,2500.0,250.0,2500.0,right,right,-4.055696487426758,0.5723628997802734
395,395,399,399,-0.00039999998989515007,-0.00039999998989515007,nan,2500.0,550.0,2500.0,right,right,-5.291314601898193,1.2265506982803345
396,396,400,400,0.0,-0.00039999998989515007,2500.0,2500.0,850.0,2500.0,straight_open,right,-6.422890663146973,2.0095088481903076
397,397,401,401,0.0,-0.00039999998989515007,2500.0,2500.0,900.0,2500.0,straight_open,right,-6.4069719314575195,1.5721067190170288
398,398,402,402,0.0,-0.00039999998989515007,2500.0,2500.0,900.0,2500.0,straight_open,right,-7.004430294036865,1.7360265254974365
399,399,403,403,0.0,-0.0005128204938955605,2500.0,2500.0,850.0,1950.0,straight_open,right,-7.098067283630371,1.5542511940002441
400,400,404,404,-0.00039999998989515007,-0.0005714285653084517,1050.0,2500.0,750.0,1750.0,right,right,-7.581933498382568,1.4448156356811523
401,401,405,405,-0.00039999998989515007,-0.0006451613153330982,850.0,2500.0,700.0,1550.0,right,right,-7.36624813079834,1.355202078819275
402,402,406,406,-0.0007142857066355646,-0.0008695652359165251,800.0,1400.0,650.0,1150.0,right,right,-5.714919090270996,0.5726043581962585
403,403,407,407,-0.0011111111380159855,-0.001176470541395247,600.0,900.0,650.0,850.0,right,right,-4.952987194061279,1.0458741188049316
404,404,408,408,-0.0014285714132711291,-0.0014285714132711291,450.0,700.0,450.0,700.0,right,right,-4.129193305969238,0.8819571733474731
405,405,409,409,-0.0014285714132711291,-0.0012499999720603228,350.0,700.0,350.0,800.0,right,right,-2.905587911605835,0.7366466522216797
